season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2022,2021-22,MBA,2,Abilene Christian,1,I,WAC,7577812,43,Austin Hale,,,So,INF,6-1,L/R,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,2,Abilene Christian,1,I,WAC,7577815,36,Bryce Jewell,,,Fr,INF,5-9,R/R,14942,3,0,,,0,,,,,,,,,
2022,2021-22,MBA,2,Abilene Christian,1,I,WAC,7577818,40,Jack Nielsen,,,Fr,INF,6-3,R/R,14942,5,0,7.0,,7,,1.0,,,,,,,
2022,2021-22,MBA,2,Abilene Christian,1,I,WAC,7577843,4,Julio Riggs,,,So,OF,5-9,R/R,14942,13,2,6.0,6.0,13,1.0,0.923,,,,,2.0,,
2022,2021-22,MBA,2,Abilene Christian,1,I,WAC,7577846,42,Aaron Staehely,,,So,OF,6-0,L/R,14942,33,15,8.0,,8,,1.0,,,,,,,
2022,2021-22,MBA,2,Abilene Christian,1,I,WAC,7577850,41,Tanner Tweedt,,,Jr,C,6-0,R/R,14942,49,47,321.0,30.0,352,1.0,0.997,,8.0,16.0,6.0,2.0,,
2022,2021-22,MBA,2,Abilene Christian,1,I,WAC,7577853,35,Mitch White,,,Jr,P,6-1,R/R,14942,8,0,,,0,,,,,2.0,1.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7335874,27,Grayson Phillips,,,Jr,P,-,,14942,5,0,1.0,,1,,1.0,,,,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7338552,23,Jackson Miller,,,Jr,P,-,,14942,7,0,1.0,,2,1.0,0.5,,,1.0,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7341351,19,Greyson Droste,,,Jr,1B,-,,14942,11,1,14.0,1.0,15,,1.0,,,,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7342890,8,Yassir Kahook,,,So,P,5-11,,14942,10,0,,1.0,2,1.0,0.5,,,,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7345059,25,Spencer Atkins,,,So,P,6-2,,14942,7,0,1.0,,1,,1.0,,,5.0,2.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7345150,18,Jacob Clark,,,Jr,P,-,,14942,6,0,,,1,1.0,0.0,,,1.0,1.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7345434,5,Dylan James,,,Jr,P,-,,14942,3,0,1.0,,1,,1.0,,,,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7346855,21,Breydan Cavey,,,Jr,INF,6-0,,14942,18,12,64.0,4.0,69,1.0,0.986,,,,,5.0,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7350022,33,Sammy Tortorella,,,So,P,6-3,L/L,14942,17,0,,4.0,4,,1.0,,,10.0,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7353309,3,Kaito Hara,,,Jr,INF,-,,14942,33,29,35.0,54.0,94,5.0,0.947,,,,,8.0,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7356436,32,Anthony Fett,,,So,P,6-4,,14942,13,13,1.0,11.0,14,2.0,0.857,,,13.0,1.0,1.0,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7357846,41,Brett Dietrich,,,Jr,P,6-3,,14942,15,0,1.0,1.0,3,1.0,0.667,,,10.0,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7540145,13,Nick Arrivo,,,Sr,2B,-,,14942,51,51,103.0,12.0,116,1.0,0.991,,,,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7540146,31,Brady Biglin,,,So,P,-,,14942,11,6,3.0,3.0,7,1.0,0.857,,,14.0,1.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7540167,20,Jackson Haas,,,Sr,INF,5-10,R/R,14942,38,35,95.0,9.0,107,3.0,0.972,,6.0,45.0,1.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571596,1,Tate Wargo,,,Sr,INF,-,,14942,47,46,69.0,96.0,175,10.0,0.943,,,,,13.0,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571597,2,Justin Barr,,,Sr,INF,-,,14942,30,30,187.0,20.0,209,2.0,0.99,,,,,13.0,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571663,4,Sean Perkins,,,Fr,P,6-4,,14942,13,0,,1.0,1,,1.0,,,5.0,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571777,6,Jackson Hickert,,,Sr,P,-,,14942,12,8,1.0,2.0,3,,1.0,,,15.0,3.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571778,7,Cameron  Benson,,,Fr,INF,-,,14942,52,52,54.0,95.0,170,21.0,0.876,,,,,16.0,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571779,10,Joey Herrick,,,Fr,P,-,,14942,14,0,,1.0,1,,1.0,,,3.0,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571813,9,Jerry Reinhart,,,Sr,INF,-,,14942,55,55,50.0,96.0,165,19.0,0.885,,,,,2.0,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571815,12,Zac Granger,,,Sr,OF,-,,14942,34,29,31.0,2.0,33,,1.0,,,,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571816,14,Conor Steinbaugh,,,Sr,P,-,,14942,10,10,4.0,7.0,12,1.0,0.917,,,7.0,1.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571817,16,Ian Pennington,,,Fr,OF,6-3,,14942,47,46,143.0,4.0,150,3.0,0.98,,,,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571818,26,Jacob Krausher,,,Fr,P,-,,14942,11,3,3.0,1.0,4,,1.0,,,6.0,1.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571819,30,Ty Stolarski,,,Fr,P,6-5,R/R,14942,1,1,2.0,,2,,1.0,,,,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571821,22,Jacob  Beall,,,Fr,P,6-3,,14942,13,2,,2.0,3,1.0,0.667,,,4.0,2.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571822,24,Bryant Shellenbarger,,,Sr,OF,-,,14942,56,56,120.0,9.0,130,1.0,0.992,,,,,1.0,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571823,28,Matthew Radtka,,,Sr,P,-,,14942,7,0,,1.0,2,1.0,0.5,,,1.0,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571824,38,Max Bowman,,,So,UT,6-0,,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571825,40,Taed Heydinger,,,Sr,P,-,,14942,14,14,5.0,14.0,21,2.0,0.905,,,13.0,1.0,,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571841,34,Michael Sprockett,,,Fr,C,5-10,,14942,48,45,243.0,16.0,266,7.0,0.974,,6.0,31.0,3.0,5.0,,
2022,2021-22,MBA,5,Akron,1,I,MAC,7571842,35,Andrew Horvath,,,Fr,C,6-1,,14942,17,16,99.0,11.0,110,,1.0,,3.0,32.0,6.0,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7335463,21,Janmikell Bastardo,,,So,OF,-,,14942,32,29,38.0,4.0,47,5.0,0.894,,,,,1.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7337028,2,Teddy Bridges,,,Sr,OF,-,,14942,28,18,19.0,1.0,21,1.0,0.952,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7337143,5,Jose Figueroa,,,Sr,P,-,,14942,12,8,,9.0,10,1.0,0.9,,,10.0,4.0,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7340062,38,Josue Torres-Santos,,,Sr,P,-,,14942,15,10,3.0,14.0,19,2.0,0.895,,,11.0,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7342406,24,Jason Marono,,,So,P,-,,14942,20,3,2.0,4.0,6,,1.0,,,11.0,1.0,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7344742,17,Khari Caver,,,Jr,P,-,,14942,11,3,,,0,,,,,5.0,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7345241,22,Josue Espaillat-Garcia,,,So,P,-,,14942,5,1,,2.0,2,,1.0,,,4.0,1.0,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7345316,25,Dillon Roop,,,Jr,C,-,,14942,45,38,247.0,28.0,282,7.0,0.975,,21.0,71.0,15.0,1.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7345383,27,Alden Moore,,,So,UT,-,,14942,5,2,4.0,,4,,1.0,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7348076,9,Dylan Hall,,,So,C,-,,14942,1,1,5.0,,5,,1.0,,,11.0,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7356139,7,Jalen Ford,,,So,INF,-,,14942,32,27,34.0,42.0,81,5.0,0.938,,,,,1.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7357197,8,Jason Garcia,,,So,P,-,,14942,14,3,1.0,4.0,5,,1.0,,,18.0,4.0,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7357711,16,Trevor Berkemeyer,,,Jr,INF,-,,14942,48,48,344.0,10.0,358,4.0,0.989,,,,,21.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581125,10,Chandler Stocking,,,So,ss,-,,14942,37,34,57.0,90.0,153,6.0,0.961,,,,,13.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581126,6,Damian Thomas,,,Sr,3b,-,,14942,42,31,82.0,6.0,88,,1.0,,,,,1.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581141,3,Tim Dixon,,,Sr,OF,6-1,,14942,49,49,109.0,3.0,112,,1.0,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581142,19,Tyler Campbell,,,So,OF,6-0,,14942,16,9,,4.0,7,3.0,0.571,,,15.0,4.0,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581143,26,Evan Crenshaw,,,So,P,6-2,-/R,14942,16,0,2.0,8.0,12,2.0,0.833,,,5.0,4.0,1.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581144,36,Dustin Hernandez,,,Jr,p,6-4,R/R,14942,19,0,1.0,3.0,4,,1.0,,,9.0,1.0,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581145,34,Zach Malone,,,Fr,3b,-,,14942,14,4,5.0,,6,1.0,0.833,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581146,21,Avery Seaton,,,Fr,p,6-0,R/R,14942,18,1,1.0,3.0,4,,1.0,,,13.0,5.0,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581147,39,Jared Tribett,,,Jr,lf,6-1,R/R,14942,47,39,73.0,49.0,132,10.0,0.924,,5.0,31.0,7.0,2.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581148,1,Daniel Wright,,,Sr,rf,-,,14942,43,38,75.0,4.0,82,3.0,0.963,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7581845,27,Kylan Duncan,,,Fr,2b,5-9,R/R,14942,20,11,35.0,20.0,62,7.0,0.887,,,,,7.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7585564,11,CJ Mervilus,,,Jr,INF,5-10,,14942,37,34,41.0,69.0,130,20.0,0.846,,,,,11.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7585815,31,Devin Tonkins,,,Fr,ph,-,,14942,19,4,13.0,,15,2.0,0.867,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7591583,40,Brett Parker,,,Fr,p,6-5,R/R,14942,9,0,1.0,3.0,4,,1.0,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7593810,18,Brandon Edwards,,,Fr,ph,6-2,R/R,14942,5,1,,,0,,,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7593811,12,Brycen Hammonds,,,Fr,ph,5-10,R/R,14942,17,7,1.0,,1,,1.0,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7593852,13,Malachi Gilbert,,,Fr,ph/ss,-,,14942,4,0,1.0,2.0,4,1.0,0.75,,,,,,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7594323,28,Noah Whitted,,,Sr,p,-,,14942,11,11,3.0,10.0,15,2.0,0.867,,,12.0,,1.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7597873,4,Tommy Easley,,,Jr,3b,-,,14942,26,26,31.0,43.0,82,8.0,0.902,,,,,9.0,,
2022,2021-22,MBA,6,Alabama A&M,1,I,SWAC,7705383,33,Brandon Gregory,,,Fr,OF,5-9,,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7335506,15,Kerrigan Edmondson,,,So,OF,6-2,L/L,14942,23,10,23.0,,24,1.0,0.958,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7340813,9,Jayden Sloan,,,So,2B,5-7,R/R,14942,16,6,20.0,16.0,37,1.0,0.973,,,,,5.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7342327,23,Osvaldo Mendez,,,Jr,P,6-0,L/L,14942,19,4,1.0,6.0,11,4.0,0.636,,,4.0,2.0,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7344425,21,Angel Jimenez,,,Jr,OF,6-1,L/L,14942,23,21,23.0,,24,1.0,0.958,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7344776,38,Jeremy Rivera,,,Jr,P,6-0,L/L,14942,3,2,,1.0,1,,1.0,,,,2.0,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7349629,5,Hunter May,,,Sr,C,6-4,R/R,14942,55,55,445.0,28.0,478,5.0,0.99,,9.0,47.0,10.0,1.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7351983,25,Trenton Jamison,,,Jr,OF,6-1,R/R,14942,55,50,113.0,3.0,122,6.0,0.951,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7353434,4,Sebastian Colon,,,So,P,6-1,R/R,14942,18,0,,7.0,9,2.0,0.778,,,9.0,,1.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7354537,32,Adiel Melendez,,,So,P,6-1,L/L,14942,4,3,,,0,,,,,1.0,1.0,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7355363,18,"Dale Francis, Jr.",,,So,OF,6-3,R/R,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7355567,50,Nate Palmer,,,Jr,P,6-3,R/R,14942,7,1,1.0,,1,,1.0,,,1.0,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7356316,20,Ricardo Rivera,,,Jr,P,6-1,L/L,14942,12,2,,,0,,,,,1.0,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7357195,28,Luis Rodriguez,,,So,P,6-2,R/R,14942,30,6,15.0,3.0,19,1.0,0.947,,,7.0,1.0,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7357470,17,Jorge Rivera,,,Sr,C,5-9,R/R,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578264,16,Hunter Lopacki,,,Fr,C,5-7,R/R,14942,7,1,13.0,1.0,17,3.0,0.824,1.0,1.0,3.0,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578269,33,Payton Harris,,,Sr,P,5-10,R/R,14942,26,0,4.0,8.0,12,,1.0,,,5.0,1.0,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578377,1,Jabronski Williams,,,Sr,OF,5-9,L/L,14942,52,48,71.0,3.0,75,1.0,0.987,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578378,2,Ian Matos,,,Jr,OF,6-1,R/R,14942,41,39,101.0,3.0,106,2.0,0.981,,,,,1.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578379,3,Dilan Espinal,,,Sr,INF,5-10,B/R,14942,53,51,64.0,93.0,165,8.0,0.952,,,,,25.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578380,6,Chris Lewis,,,Sr,1B,6-2,L/L,14942,52,51,367.0,19.0,392,6.0,0.985,,,,,36.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578381,7,Austin King,,,Sr,P,6-5,R/R,14942,16,16,3.0,12.0,16,1.0,0.938,,,12.0,3.0,3.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578382,8,Kyler McIntosh,,,Fr,UT,6-1,R/R,14942,41,29,72.0,22.0,95,1.0,0.989,,,2.0,,8.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578384,10,Corey King,,,So,INF,5-10,R/R,14942,59,59,12.0,10.0,24,2.0,0.917,,,,,2.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578385,13,Kevin Matos,,,Fr,P,5-11,R/R,14942,9,5,1.0,,3,2.0,0.333,,,2.0,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578386,12,Kenny Allred,,,Sr,P,5-10,L/L,14942,4,0,,,0,,,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578388,14,Cristopher DeGuzman,,,Sr,SS,5-10,B/R,14942,59,58,88.0,135.0,232,9.0,0.961,,,,,32.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578389,19,Ali LaPread,,,Jr,OF,6-2,R/R,14942,12,3,13.0,,15,2.0,0.867,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578390,22,Omar Melendez,,,Fr,P,6-6,L/L,14942,14,0,1.0,7.0,8,,1.0,,,7.0,2.0,1.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578391,24,Cristian Lopez,,,So,3B,5-11,R/R,14942,52,48,36.0,81.0,122,5.0,0.959,,,,,7.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578392,26,Fred Stewart,,,Sr,C,5-9,R/R,14942,9,3,46.0,3.0,49,,1.0,,2.0,15.0,1.0,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578393,29,CT Dodd,,,Sr,P,6-1,R/R,14942,3,0,,2.0,2,,1.0,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578395,30,Breon Pooler,,,Sr,P,6-1,R/R,14942,17,15,4.0,8.0,13,1.0,0.923,,,8.0,,1.0,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578396,35,Xavier Williams,,,Fr,P,6-2,R/R,14942,2,0,,,0,,,,,,,,,
2022,2021-22,MBA,7,Alabama St.,1,I,SWAC,7578397,37,Shadai Colon,,,Fr,P,5-11,L/L,14942,18,2,1.0,2.0,3,,1.0,,,6.0,,,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7334435,26,Grayson Hitt,,,So,P,6-3,R/L,14942,14,14,4.0,2.0,8,2.0,0.75,,,5.0,1.0,,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7334834,10,Jim Jarvis,,,Jr,INF,5-10,L/R,14942,58,58,90.0,141.0,237,6.0,0.975,,,,,33.0,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7335613,13,Bryce Eblin,,,So,INF,5-11,L/R,14942,47,44,64.0,105.0,176,7.0,0.96,,,,,23.0,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7337519,44,Zane Denton,,,Jr,INF,6-1,B/R,14942,58,58,32.0,101.0,137,4.0,0.971,,,,,10.0,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7338065,18,Drew Williamson,,,Sr,INF,6-4,L/R,14942,58,58,427.0,18.0,449,4.0,0.991,,,,,44.0,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7338789,38,Dylan Ray,,,Fr,P,-,,14942,18,0,,3.0,5,2.0,0.6,,,7.0,,,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7339969,28,Eli Giles,,,So,P,-,,14942,2,0,,,0,,,,,,,,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7341932,7,Caden Rose,,,So,OF,5-10,R/R,14942,48,42,72.0,22.0,95,1.0,0.989,,,,,7.0,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7346575,16,Owen Diodati,,,Jr,OF,6-3,L/R,14942,49,41,27.0,2.0,29,,1.0,,,,,,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7346580,25,Davis Heller,,,Jr,INF,-,,14942,8,2,14.0,2.0,16,,1.0,,,,,,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7348038,31,Will Portera,,,Fr,C,5-10,B/R,14942,18,5,49.0,10.0,60,1.0,0.983,1.0,1.0,2.0,,1.0,,
2022,2021-22,MBA,8,Alabama,1,I,SEC,7350034,11,William Hamiter,,,Jr,OF,5-11,L/R,14942,35,33,30.0,1.0,32,1.0,0.969,,,,,1.0,,
